"3186134-NGRAMS1.txt","The Evolution of Party Systems between Elections"
"2111430-NGRAMS1.txt","Patriotism, Politics, and the Presidential Election of 1988"
"25548137-NGRAMS1.txt","How Foreign Aid Can Foster Democratization in Authoritarian Regimes"
"20647961-NGRAMS1.txt","The Separation of Powers, Court Curbing, and Judicial Legitimacy"
"25193838-NGRAMS1.txt","Equilibrium Party Government"
"3647675-NGRAMS1.txt","Stepping into the Fray: When Do Mediators Mediate?"
"1519899-NGRAMS1.txt","International Trust and Public Opinion about World Affairs"
"4620074-NGRAMS1.txt","Sanctions, Signals, and Militarized Conflict"
"2669306-NGRAMS1.txt","Party Discipline and Measures of Partisanship"
"2960489-NGRAMS1.txt","Congressional Legislative Staff: Political Professionals or Clerks?"
"2669259-NGRAMS1.txt","Bargaining and War"
"4122905-NGRAMS1.txt","One of Our Own: Black Female Candidates and the Voters Who Support Them"
"23316004-NGRAMS1.txt","Institutional Foundations of Legislative Speech"
"25193855-NGRAMS1.txt","The Campaign Value of Incumbency: A New Solution to the Puzzle of Less Effective Incumbent Spending"
"25193797-NGRAMS1.txt","Democracy and Economic Growth: A Meta-Analysis"
"23025129-NGRAMS1.txt","Who \"Wins\"? Determining the Party of the Prime Minister"
"2991830-NGRAMS1.txt","Wage-Setting Institutions and Pay Inequality in Advanced Industrial Societies"
"4620083-NGRAMS1.txt","Punctuating Which Equilibrium? Understanding Thermostatic Policy Dynamics in Pacific Northwest Forestry"
"3694257-NGRAMS1.txt","Parties for Rent? Ambition, Ideology, and Party Switching in Brazil's Chamber of Deputies"
"4620079-NGRAMS1.txt","Strategic Party Government: Party Influence in Congress, 1789-2000"
"20788776-NGRAMS1.txt","Strategic Defiance and Compliance in the U.S. Courts of Appeals"
"2111407-NGRAMS1.txt","Public Attitudes toward Government Spending"
"2111674-NGRAMS1.txt","Policy Entrepreneurs and the Diffusion of Innovation"
"3088416-NGRAMS1.txt","An Informational Rationale for Political Parties"
"25193857-NGRAMS1.txt","Dealing in Discipline: Party Switching and Legislative Voting in the Italian Chamber of Deputies, 1988-2000"
"4620063-NGRAMS1.txt","Social Capital and the Dynamics of Trust in Government"
"2669305-NGRAMS1.txt","Estimating Party Influence in Congressional Roll-Call Voting"
"3694232-NGRAMS1.txt","Are Niche Parties Fundamentally Different from Mainstream Parties? The Causes and the Electoral Consequences of Western European Parties' Policy Shifts, 1976-1998"
"2111781-NGRAMS1.txt","Specification Uncertainty and Model Averaging"
"23025047-NGRAMS1.txt","Foreign Aid Shocks as a Cause of Violent Armed Conflict"
"25652217-NGRAMS1.txt","What Stops the Torture?"
"2669366-NGRAMS1.txt","Origins and Consequences of Changes in U.S. Corporate Taxation, 1981-1998"
"2991747-NGRAMS1.txt","When Politics and Models Collide: Estimating Models of Multiparty Elections"
"25766259-NGRAMS1.txt","Mutual Optimism as a Rationalist Explanation of War"
"3088374-NGRAMS1.txt","The Antipathy of Black Nationalism: Behavioral and Attitudinal Implications of an African American Ideology"
"23024940-NGRAMS1.txt","The Three As of Government Formation: Appointment, Allocation, and Assignment"
"4620110-NGRAMS1.txt","Identifying the Persuasive Effects of Presidential Advertising"
"20647974-NGRAMS1.txt","The New Racial Calculus: Electoral Institutions and Black Representation in Local Legislatures"
"2111677-NGRAMS1.txt","Testing Alternative Models of Alliance Duration, 1816-1984"
"25652215-NGRAMS1.txt","The World Wide Web and the U.S. Political News Market"
"2111380-NGRAMS1.txt","An Institutional Theory of Divided Government and Party Polarization"
"2111796-NGRAMS1.txt","Party Organizational Strength and Public Support for Parties"
"23316010-NGRAMS1.txt","Persistent Fighting and Shifting Power"
"2111738-NGRAMS1.txt","The Influence of Stare Decisis on the Votes of United States Supreme Court Justices"
"2111649-NGRAMS1.txt","Meeting Competing Demands: Committee Performance in the Postreform House"
"2111643-NGRAMS1.txt","Specialized Courts, Bureaucratic Agencies, and the Politics of U.S. Trade Policy"
"20788782-NGRAMS1.txt","The Minos and the Socratic Examination of Law"
"2960496-NGRAMS1.txt","Time is of the Essence: Event History Models in Political Science"
"2111585-NGRAMS1.txt","The Etiology of Public Support for the Supreme Court"
"2991783-NGRAMS1.txt","Heeding the Call: An Assessment of Mobilization into H. Ross Perot's 1992 Presidential Campaign"
"2111522-NGRAMS1.txt","The Politics of U.S. Antitrust Regulation"
"23187101-NGRAMS1.txt","It's About Time: The Lifespan of Information Effects in a Multiweek Campaign"
"3647700-NGRAMS1.txt","Women Ministers in Latin American Government: When, Where, and Why?"
"20647973-NGRAMS1.txt","Ideological Congruence and Electoral Institutions"
"25193875-NGRAMS1.txt","Friction and Party Manifesto Change in 25 Countries, 1945-98"
"2669260-NGRAMS1.txt","Legislative Organization with Informational Committees"
"3088383-NGRAMS1.txt","Judicial Advisory Opinions and Legislative Outcomes in Comparative Perspective"
"3694284-NGRAMS1.txt","Changing Sides or Changing Minds? Party Identification and Policy Preferences in the American Electorate"
"2669307-NGRAMS1.txt","Arms Races and Arms Control: Modeling the Hawk Perspective"
"4620097-NGRAMS1.txt","Mutual Optimism and War"
"25766256-NGRAMS1.txt","Congress, the Supreme Court, and Judicial Review: Testing a Constitutional Separation of Powers Model"
"2669368-NGRAMS1.txt","Tactical Maneuvering on Omnibus Bills in Congress"
"4620111-NGRAMS1.txt","Unanimity, Discord, and the Communication of Public Opinion"
"23317160-NGRAMS1.txt","Risk Attitudes and Political Participation"
"4122923-NGRAMS1.txt","Lies, Defection, and the Pattern of International Cooperation"
"3088436-NGRAMS1.txt","A Bargaining Model of War and Peace: Anticipating the Onset, Duration, and Outcome of War"
"3088417-NGRAMS1.txt","A Formal Model of the Politics of Delegation in a Separation of Powers System"
"3694246-NGRAMS1.txt","The Electoral Relevance of Political Talk: Examining Disagreement and Expertise Effects in Social Networks on Political Participation"
"4122907-NGRAMS1.txt","Identity Salience, Identity Acceptance, and Racial Policy Attitudes: American National Identity as a Uniting Force"
"2111801-NGRAMS1.txt","International Trade, Political Conflict/Cooperation, and Granger Causality"
"3647714-NGRAMS1.txt","Signals from the Tenth Justice: The Political Role of the Solicitor General in Supreme Court Decision Making"
"3694281-NGRAMS1.txt","The \"Race Card\" Revisited: Assessing Racial Priming in Policy Contests"
"3694239-NGRAMS1.txt","Reconciling Pluralism and Consensus as Political Ideals"
"4122903-NGRAMS1.txt","Substantive Symbols: The Attitudinal Dimension of Black Political Incorporation in Local Government"
"20647976-NGRAMS1.txt","Socratic Political Philosophy in Xenophon's \"Symposium\""
"23075142-NGRAMS1.txt","Correlation not Causation: The Relationship between Personality Traits and Political Ideologies"
"23316006-NGRAMS1.txt","Portfolio Allocation as Leadership Strategy: Intraparty Bargaining in Japan"
"25193839-NGRAMS1.txt","Fear of Floating and the External Effects of Currency Unions"
"2669274-NGRAMS1.txt","The Development of Party Identification in Post-Soviet Societies"
"2669351-NGRAMS1.txt","Exploring the Racial Divide: Blacks, Whites, and Opinion on National Policy"
"4122913-NGRAMS1.txt","The Capitalist Peace"
"2991855-NGRAMS1.txt","Integrating and Testing Models of Rivalry Duration"
"25652209-NGRAMS1.txt","Partisan Polarization and Congressional Accountability in House Elections"
"2669290-NGRAMS1.txt","Old Voters, New Voters, and the Personal Vote: Using Redistricting to Measure the Incumbency Advantage"
"3088424-NGRAMS1.txt","Modeling Multilevel Data Structures"
"25193816-NGRAMS1.txt","Do Authoritarian Institutions Constrain? How Legislatures Affect Economic Growth and Investment"
"23187107-NGRAMS1.txt","The House as a Stepping Stone to the Senate: Why Do So Few African American House Members Run?"
"23316008-NGRAMS1.txt","Testing Islam's Political Advantage: Evidence from Indonesia"
"20788775-NGRAMS1.txt","Locating Supreme Court Opinions in Doctrine Space"
"25652223-NGRAMS1.txt","What to Do about Missing Values in Time-Series Cross-Section Data"
"3647718-NGRAMS1.txt","Labor, Democracy, Utility, and Mill's Critique of Private Property"
"3694255-NGRAMS1.txt","Presidential Coattails and Legislative Fragmentation"
"3694285-NGRAMS1.txt","Taking It to the Next Level: The Elevation of District Court Judges to the U.S. Courts of Appeals"
"1519877-NGRAMS1.txt","Giving up (on) Rights? The Future of Rights and the Project of Radical Democracy"
"2111588-NGRAMS1.txt","Tax Innovation in the States: Capitalizing on Political Opportunity"
"25766255-NGRAMS1.txt","How Public Opinion Constrains the U.S. Supreme Court"
"2669243-NGRAMS1.txt","Democracy and National Economic Performance: The Preference for Stability"
"3186095-NGRAMS1.txt","Corruption, Political Allegiances, and Attitudes toward Government in Contemporary Democracies"
"2991756-NGRAMS1.txt","Voting for Women in the \"Year of the Woman\""
"23316016-NGRAMS1.txt","The Impact of Ballot Type on Voter Errors"
"4122929-NGRAMS1.txt","Descriptive Representation and the Composition of African American Turnout"
"2111725-NGRAMS1.txt","A Fat Lady in a Corset: Altruism and Social Theory"
"2669282-NGRAMS1.txt","Racial Redistricting and Realignment in Southern State Legislatures"
"2111711-NGRAMS1.txt","Policy Convergence in a Federal Judicial System: The Application of Intensified Scrutiny Doctrines by State Supreme Courts"
"3647720-NGRAMS1.txt","Racial Resentment and White Opposition to Race-Conscious Programs: Principles or Prejudice?"
"23025060-NGRAMS1.txt","Civic Education, Political Discussion, and the Social Transmission of Democratic Knowledge and Values in a New Democracy: Kenya 2002"
"23075143-NGRAMS1.txt","Polarizing Cues"
"23075144-NGRAMS1.txt","Policy-Specific Information and Informal Agenda Power"
"2960492-NGRAMS1.txt","Controlling the Floor: Parties as Procedural Coalitions in the House"
"2111745-NGRAMS1.txt","The Supreme Court and Federal Administrative Agencies: A Resource-Based Theory and Analysis of Judicial Impact"
"25548139-NGRAMS1.txt","Bargaining in the Shadow of War: When Is a Peaceful Resolution Most Likely?"
"2669334-NGRAMS1.txt","Advantages and Disadvantages of Cognitive Heuristics in Political Decision Making"
"20788774-NGRAMS1.txt","Inequality and the Dynamics of Public Opinion: The Self-Reinforcing Link Between Economic Inequality and Mass Preferences"
"23075148-NGRAMS1.txt","Welfare Policymaking and Intersections of Race, Ethnicity, and Gender in U.S. State Legislatures"
"27821941-NGRAMS1.txt","The Electoral Costs of Party Loyalty in Congress"
"2669248-NGRAMS1.txt","Testing Nonnested Models of International Relations: Reevaluating Realism"
"2991748-NGRAMS1.txt","The Dynamics of Party Identification in Federal Systems: The Canadian Case"
